level,cell_type,number_of_cells,ds
level_2,excitatory_neuron_16_23,58,312_Bhaduri2021_PrenatalNeocortex_Human_2021_16wpc_PrimaryVisualCortex
level_2,microglia_16_11,16,312_Bhaduri2021_PrenatalNeocortex_Human_2021_16wpc_PrimaryVisualCortex
level_2,endothelial_16_19,11,312_Bhaduri2021_PrenatalNeocortex_Human_2021_16wpc_PrimaryVisualCortex
level_2,interneuron_16_26,5,312_Bhaduri2021_PrenatalNeocortex_Human_2021_16wpc_PrimaryVisualCortex
level_2,outlier_16_7,3,312_Bhaduri2021_PrenatalNeocortex_Human_2021_16wpc_PrimaryVisualCortex
level_2,interneuron_16_1,1,312_Bhaduri2021_PrenatalNeocortex_Human_2021_16wpc_PrimaryVisualCortex
level_1,glutamatergic neuron,583,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_1,forebrain radial glial cell,300,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_1,native cell,316,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_1,blood vessel endothelial cell,50,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_1,Cajal-Retzius cell,35,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_1,progenitor cell,33,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,excitatory_neuron_1,424,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,radial_glia_3,164,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,dividing_8,123,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,outlier,57,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,vascular_9,28,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,outlier_12,19,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,excitatory_neuron_2,126,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,cr_1,9,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,radial_glia_8,50,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,radial_glia_1,25,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,dividing_9,55,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,radial_glia_10,7,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,cr_10,6,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,ipc_12,26,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,outlier_10,8,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,radial_glia_17,41,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,dividing_7,6,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,outlier_7,11,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,dividing_1,17,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,dividing_2,13,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,excitatory_neuron_6,10,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,vascular_11,12,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,cr_3,13,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,ipc_13,4,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,dividing_11,2,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,vascular_6,5,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,excitatory_neuron_13,10,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,ipc_23,3,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,radial_glia_5,6,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,excitatory_neuron_18,9,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,dividing_5,4,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,cr_14,3,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,cr_4,4,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,dividing_3,1,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,excitatory_neuron_14,4,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,radial_glia_16,7,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,vascular_15,3,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_2,vascular_7,2,313_Bhaduri2021_PrenatalNeocortex_Human_2021_17wpc_PrimaryVisualCortex
level_1,glutamatergic neuron,7204,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_1,progenitor cell,4499,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_1,native cell,5422,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_1,forebrain radial glial cell,2286,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_1,cerebral cortex GABAergic interneuron,993,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_1,microglial cell,141,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_1,oligodendrocyte precursor cell,82,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_1,blood vessel endothelial cell,68,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_1,Cajal-Retzius cell,5,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,excitatory_neuron_9,1592,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,excitatory_neuron_6,982,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,excitatory_neuron_8,3216,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,ipc_3,1350,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,dividing_6,1134,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,ipc_5,885,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,excitatory_neuron_1,1004,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,dividing_8,929,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,radial_glia_9,534,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,radial_glia_10,463,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,interneuron_6,821,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,dividing_9,566,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,excitatory_neuron_13,372,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,microglia_3,14,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,microglia_6,81,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,opc_7,19,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,interneuron_3,50,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,excitatory_neuron_11,23,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,microglia_7,24,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,microglia_1,11,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,interneuron_8,121,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,interneuron_1,1,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,outlier_3,18,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,opc_8,11,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,vascular_14,5,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,vascular_34,3,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,opc_12,8,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,opc_9,40,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,excitatory_neuron_12,13,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,opc_13,1,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,microglia_2,3,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,vascular_30,4,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,cr_6,1,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,opc_3,2,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,cr_1,1,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,cr_2,2,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,microglia_20,2,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,cr_13,1,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,outlier,2505,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,opc_5,1,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,ipc_6,1061,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,ipc_7,1203,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,radial_glia_8,1284,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,dividing_5,165,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,radial_glia_3,5,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,dividing_2,23,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,vascular_3,28,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,dividing_3,82,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,vascular_9,28,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,microglia_8,4,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,excitatory_neuron_7,1,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,excitatory_neuron_5,1,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_2,microglia_25,2,314_Bhaduri2021_PrenatalNeocortex_Human_2021_18wpc_PrimaryVisualCortex
level_1,progenitor cell,1801,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_1,native cell,3250,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_1,cerebral cortex GABAergic interneuron,531,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_1,forebrain radial glial cell,448,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_1,oligodendrocyte precursor cell,51,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_1,microglial cell,16,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_1,blood vessel endothelial cell,76,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_1,Cajal-Retzius cell,53,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_1,glutamatergic neuron,2719,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,ipc_5,124,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,outlier,2734,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,interneuron_3,41,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,ipc_7,350,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,interneuron_6,438,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,radial_glia_9,176,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,radial_glia_10,104,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,interneuron_8,52,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,dividing_8,166,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,radial_glia_8,123,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,dividing_9,139,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,dividing_6,90,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,opc_9,27,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,microglia_6,10,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,vascular_3,5,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,dividing_4,90,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,opc_3,5,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,microglia_7,1,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,opc_6,5,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,ipc_8,8,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,dividing_3,6,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,opc_8,8,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,vascular_9,3,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,opc_10,1,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,vascular_8,51,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,cr_12,2,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,cr_1,51,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,excitatory_neuron_3,370,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,excitatory_neuron_8,553,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,excitatory_neuron_9,1290,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,excitatory_neuron_6,505,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,vascular_5,11,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,vascular_20,2,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,opc_13,5,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,ipc_6,617,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,ipc_3,696,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,radial_glia_11,45,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,vascular_11,4,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,microglia_9,5,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,dividing_2,2,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,outlier_2,10,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,dividing_10,13,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,ipc_14,6,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_2,excitatory_neuron_17,1,315_Bhaduri2021_PrenatalNeocortex_Human_2021_19wpc_PrimaryVisualCortex
level_1,glutamatergic neuron,11157,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_1,forebrain radial glial cell,1720,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_1,blood vessel endothelial cell,127,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_1,native cell,2314,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_1,oligodendrocyte precursor cell,390,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_1,progenitor cell,3133,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_1,microglial cell,589,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_1,cerebral cortex GABAergic interneuron,3760,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_1,Cajal-Retzius cell,8,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,excitatory_neuron_6,5526,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,excitatory_neuron_15,2855,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,radial_glia_10,864,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,excitatory_neuron_9,767,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,excitatory_neuron_5,430,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,vascular_8,8,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,dividing_5,270,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,dividing_9,361,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,radial_glia_11,149,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,opc_9,311,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,dividing_6,295,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,dividing_8,802,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,radial_glia_8,241,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,excitatory_neuron_1,429,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,excitatory_neuron_13,210,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,ipc_3,2785,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,vascular_9,65,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,microglia_6,527,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,microglia_7,41,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,radial_glia_9,357,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,vascular_10,15,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,interneuron_3,62,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,interneuron_8,184,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,excitatory_neuron_8,898,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,opc_5,7,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,cr_1,8,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,microglia_24,10,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,ipc_11,9,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,ipc_9,16,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,opc_3,44,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,interneuron_6,3491,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,radial_glia_5,10,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,opc_7,15,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,dividing_4,10,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,outlier_15,4,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,ipc_2,8,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,ipc_6,309,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,outlier_5,4,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,ipc_1,3,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,ipc_4,2,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,vascular_3,26,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,ipc_31,1,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,interneuron_9,23,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,outlier,508,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,radial_glia_13,88,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,opc_25,6,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,excitatory_neuron_16,42,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,vascular_6,7,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,vascular_33,6,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,outlier_17,41,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,dividing_1,19,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,microglia_2,11,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,radial_glia_14,10,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,opc_23,7,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_2,radial_glia_12,1,316_Bhaduri2021_PrenatalNeocortex_Human_2021_20wpc_PrimaryVisualCortex
level_1,native cell,2195,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_1,progenitor cell,306,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_1,cerebral cortex GABAergic interneuron,121,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_1,forebrain radial glial cell,318,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_1,glutamatergic neuron,846,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_1,oligodendrocyte precursor cell,147,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_1,microglial cell,62,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_1,blood vessel endothelial cell,22,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
level_1,Cajal-Retzius cell,1,317_Bhaduri2021_PrenatalNeocortex_Human_2021_22wpc_PrimaryVisualCortex
